Name,Members FTE,Lobbying cost,Interest represented,EP passes on 2026-05-25,all EP passes,Meetings,country,gdp_usd,population,inflation_rate,gdp_per_capita,lobbying_gdp_ratio
Fédération des acteurs de la solidarité,0.4,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Collectif EuropaNova,5.0,0,Does not represent commercial interests,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Graduate Women International Netherlands,1.0,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Varumärkesutveckling i Stockholm AB,0.4,0,Does not represent commercial interests,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
Deutscher Frauenrat e.V.,0.45,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Erasmus Universitair Medisch Centrum Rotterdam,3.0,0,Does not represent commercial interests,0.0,0.0,4.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Linnéuniversitetet,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
LGBTI Liberals of Europe,0.1,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Ada Lovelace Institute,2.0,0,Does not represent commercial interests,0.0,0.0,3.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
National Institute for Value and Technologies in Healthcare (NIHO),0.1,0,Does not represent commercial interests,0.0,0.0,0.0,,,,,,
Marie Curie Alumni Association,1.75,0,Does not represent commercial interests,3.0,4.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Lutheran World Federation,0.3,0,Does not represent commercial interests,0.0,0.0,0.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,0.0
European Real Estate Forum,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
INPACT!,0.2,0,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Stichting Car Claim,0.25,0,Does not represent commercial interests,0.0,0.0,1.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Deutscher Forstwirtschaftsrat e. V.,0.5,0,Does not represent commercial interests,0.0,0.0,1.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
"STEP Inštitut, zavod za psihologijo dela in podjetništvo",3.45,0,Does not represent commercial interests,0.0,0.0,0.0,Slovenia,59899117741.0022,2112076.0,8.83369886749452,28360.30414672682,0.0
International Iberian Nanotechnology Laboratory,3.0,0,Does not represent commercial interests,0.0,0.0,0.0,Portugal,256898677175.024,10434332.0,7.83269124233323,24620.519758718045,0.0
the International Network Against Cyber Hate,5.35,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Convergence Internationale pour le Developpement Economique Humanitaire et Social,6.25,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Notre Europe - Institut Jacques Delors / Notre Europe - Jacques Delors Institute,9.45,0,Does not represent commercial interests,0.0,7.0,70.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Croatian Youth Network,8.0,0,Does not represent commercial interests,0.0,0.0,0.0,Croatia,71196498671.1145,3855641.0,10.7805806758686,18465.541442036356,0.0
Organisation of European Cancer Institutes,0.1,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Plan Vivo Foundation,0.2,0,Does not represent commercial interests,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
Connection e.V.,1.0,0,Does not represent commercial interests,1.0,1.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
CaraDem Democracy Initiative,0.3,0,Does not represent commercial interests,0.0,0.0,2.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,0.0
Media Diversity Institute Armenia,0.5,0,Does not represent commercial interests,0.0,0.0,1.0,Armenia,19513506553.1251,2969200.0,8.64091108973854,6571.974455450996,0.0
Mendelova univerzita v Brně,0.5,0,Does not represent commercial interests,0.0,0.0,1.0,Czechia,301831228325.556,10672118.0,15.100165146837,28282.223671585718,0.0
Observatoire Indépendant de la Conformité Numérique et de la Protection des Mineurs,1.0,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
WMG FONDACIJA / WMG Foundation,0.75,0,Does not represent commercial interests,0.0,0.0,0.0,Serbia,66809895701.2152,6664449.0,11.9815117344703,10024.819111259641,0.0
University of Marburg,3.5,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Mission Ihor Vitenko,0.8,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
International Crisis Group,11.0,0,Does not represent commercial interests,0.0,9.0,45.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Landsrådet för Sveriges barn- och ungdomsorganisationer,9.0,0,Does not represent commercial interests,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
Center of Excellence in Finance,0.5,0,Does not represent commercial interests,0.0,0.0,2.0,Slovenia,59899117741.0022,2112076.0,8.83369886749452,28360.30414672682,0.0
"Udruga za pomoć mladima ""HELP"" - Split",0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Croatia,71196498671.1145,3855641.0,10.7805806758686,18465.541442036356,0.0
Fundación Int. María Luisa de Moreno,0.2,0,Does not represent commercial interests,2.0,2.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
International Society of Medical AI,1.2,0,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,0.0
Stichting Wakker Dier,0.1,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
PO “Centre for Economic Strategy”,0.75,0,Does not represent commercial interests,0.0,0.0,0.0,Ukraine,161989520721.19,41048766.0,20.1836366617478,3946.2701685402676,0.0
Roma Education Fund Romania,0.1,0,Does not represent commercial interests,0.0,0.0,1.0,Romania,295319437556.988,19048502.0,13.7954887432521,15503.551804597966,0.0
Promote Georgia,2.5,0,Does not represent commercial interests,3.0,3.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Fondation Hippocrène,0.2,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Netherlands Helsinki Committee,6.0,0,Does not represent commercial interests,0.0,3.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Università Vita-Salute San Raffaele,0.6,0,Does not represent commercial interests,0.0,2.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Science Europe,4.25,0,Does not represent commercial interests,7.0,43.0,11.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Conseil Supérieur de l'Audiovisuel,2.1,0,Does not represent commercial interests,3.0,3.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Tavolo asilo e immigrazione,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Stichting Routerings Instituut (Inter)Nationale Informatiestromen,0.35,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Fondazione Ambientalista Marevivo ETS,5.0,0,Does not represent commercial interests,0.0,0.0,1.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Deutsches Forum für Ethisches Maschinelles Entscheiden e.V.,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
EuroScan international network e. V.,1.0,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Suomen luonnonsuojeluliitto - The Finnish Association for Nature Conservation,0.5,0,Does not represent commercial interests,0.0,0.0,4.0,Finland,280253099309.34,5556106.0,7.12350773301402,50440.56022497411,0.0
European Middle East Project vzw,1.0,0,Does not represent commercial interests,1.0,6.0,7.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
WWF Adria - Udruga za zaštitu prirode i očuvanje biološke raznolikosti,4.0,0,Does not represent commercial interests,0.0,0.0,1.0,Croatia,71196498671.1145,3855641.0,10.7805806758686,18465.541442036356,0.0
Jesuit European Social Centre,7.6,0,Does not represent commercial interests,5.0,45.0,5.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Ukrainian National Lobbyists Association,1.0,0,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Ukraine,161989520721.19,41048766.0,20.1836366617478,3946.2701685402676,0.0
Bourges 2028 - Capitale européenne de la Culture,0.8,0,Does not represent commercial interests,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
The International Biosecurity and Biosafety Initiative for Science Foundation,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,0.0
Djurens Rätt | Project 1882,1.5,0,Does not represent commercial interests,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
MTÜ SupportNet,3.0,0,Does not represent commercial interests,0.0,0.0,0.0,Estonia,38226641740.29,1348840.0,19.3982634080616,28340.382654940542,0.0
Aalborg Universitet,4.0,0,Does not represent commercial interests,3.0,6.0,13.0,Denmark,400114306337.077,5903037.0,7.69656699889259,67781.09409395147,0.0
Impact Innovations Institutes Initiatives Foundation,2.0,0,Does not represent commercial interests,0.0,0.0,0.0,Armenia,19513506553.1251,2969200.0,8.64091108973854,6571.974455450996,0.0
EuroTEST initiative,2.25,0,Does not represent commercial interests,0.0,0.0,0.0,Denmark,400114306337.077,5903037.0,7.69656699889259,67781.09409395147,0.0
Potsdam-Institut für Klimafolgenforschung,1.35,0,Does not represent commercial interests,0.0,0.0,17.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
IMZ International Music + Media Centre,1.25,0,Does not represent commercial interests,0.0,0.0,0.0,Austria,473221298968.216,9041851.0,8.54686993188457,52336.77252237578,0.0
7amleh-The Arab Center for the Advancement of Social Media,2.1,0,Does not represent commercial interests,0.0,0.0,0.0,Israel,525181008025.57,9557500.0,4.41162725488371,54949.62155642898,0.0
ANSOL - Associação Nacional para o Software Livre,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Portugal,256898677175.024,10434332.0,7.83269124233323,24620.519758718045,0.0
Børns Vilkår,0.75,0,Does not represent commercial interests,0.0,0.0,0.0,Denmark,400114306337.077,5903037.0,7.69656699889259,67781.09409395147,0.0
ASOCIACIÓN PARA LA TRANSICIÓN ENERGÉTICA,1.25,0,Does not represent commercial interests,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
European Capital Markets Institute,2.75,0,Does not represent commercial interests,0.0,0.0,1.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Helmholtz-Gemeinschaft Deutscher Forschungszentren e.V.,3.5,0,Does not represent commercial interests,4.0,64.0,30.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Consorzio Punto Europa,3.0,0,Does not represent commercial interests,0.0,1.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
European Centre for Development Policy Management,30.1,0,Does not represent commercial interests,2.0,9.0,16.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Asociación Española de Movilidad Laboral Internacional,0.5,0,Does not represent commercial interests,0.0,0.0,1.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
ASOCIATIA AGENTIILOR PENTRU DEZVOLTARE REGIONALA DIN ROMANIA,2.6,0,Does not represent commercial interests,0.0,0.0,2.0,Romania,295319437556.988,19048502.0,13.7954887432521,15503.551804597966,0.0
Responsiblesteel Ltd,0.95,0,Does not represent commercial interests,0.0,0.0,5.0,Australia,1695627535475.8,26018721.0,6.59409658717841,65169.519111865644,0.0
bon't worry onlus - noi possiamo,1.25,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
The Swedish Institute of International Affairs,1.5,0,Does not represent commercial interests,0.0,0.0,8.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
Polskie Stowarzyszenie Zdrowia Psychicznego Niemowląt,1.0,0,Does not represent commercial interests,0.0,0.0,0.0,Poland,695607470875.276,36821749.0,14.4294507575758,18891.21211692785,0.0
Mouvement Européen Alsace,0.75,0,Does not represent commercial interests,0.0,2.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Aerowaves Europe,0.3,0,Does not represent commercial interests,0.0,0.0,0.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,0.0
Multitel,0.2,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Fédération Internationale des Associations de Personnes Agées,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Jeunesse Loubavitch-Beth Loubavitch,0.5,0,Does not represent commercial interests,0.0,1.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Forum italiano sulla fatturazione elettronica,0.2,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
FONDAZIONE FINANZA ETICA,0.85,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Clean Air Fund,0.3,0,Does not represent commercial interests,0.0,4.0,3.0,Poland,695607470875.276,36821749.0,14.4294507575758,18891.21211692785,0.0
SugarWatch Europe,0.75,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
European University Viadrina,0.1,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Centre expert contre la cybercriminalité français,0.3,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
DÉFENSE DES MILIEUX AQUATIQUES,1.5,0,Does not represent commercial interests,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Belgian Antimafia: Steps Towards Awareness,2.0,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Mus.e,0.2,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Association des Centres culturels de rencontre,3.25,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Fondation pour la Nature et l'Homme,0.55,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
"Centre de Documentation, de Recherche et d'Information des Peuples Autochtones",2.25,0,Does not represent commercial interests,0.0,24.0,0.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,0.0
EUROPE FOR FAMILY,1.35,0,Does not represent commercial interests,0.0,28.0,3.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
The International Network for Small and Medium Sized Enterprises,3.0,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Centre pour la Sécurité de l'IA,7.5,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
"Light for the World International - Organisation for inclusive development/ Organisation für inklusive Entwicklungszusammenarbeit, abkürzung: Light for the World International",1.0,0,Does not represent commercial interests,1.0,20.0,3.0,Austria,473221298968.216,9041851.0,8.54686993188457,52336.77252237578,0.0
Académie de l'Air et de l'Espace,0.75,0,Does not represent commercial interests,0.0,0.0,7.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
IMF Interactive Media Foundation gGmbH,0.45,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Autorità di Sistema Portuale del Mar Adriatico Settentrionale,5.0,0,Does not represent commercial interests,0.0,0.0,1.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
JUNIOR ENTERPRISES GLOBAL,6.0,0,Does not represent commercial interests,0.0,3.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
MetaPlanet,0.2,0,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Roma Foundation for Europe,2.0,0,Does not represent commercial interests,0.0,0.0,6.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Stop it Now!,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
European Astronomical Society,0.35,0,Does not represent commercial interests,0.0,2.0,0.0,Switzerland,828508926958.393,8777088.0,2.83502798644451,94394.51068035241,0.0
Polo Interregionale Jean Monnet - Pavia,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Les Restaurants du Cœur,0.75,0,Does not represent commercial interests,0.0,0.0,8.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Commoning Spaces Network e.V.,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Walk21 Foundation,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
Association of European Vehicle and Driver Registration Authorities,1.0,0,Does not represent commercial interests,1.0,1.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
FEDERATION OF EQUINE EUROPEAN VETERINARY ASSOCIATIONS LTD.,0.7,0,Does not represent commercial interests,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
Conférence des directeurs des écoles françaises d'ingénieurs,0.95,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
"Centrum pro dopravu a energetiku, z.s.",7.5,0,Does not represent commercial interests,0.0,0.0,1.0,Czechia,301831228325.556,10672118.0,15.100165146837,28282.223671585718,0.0
Asociación para Proteger al Enfermo de Terapias Pseudocientíficas,2.5,0,Does not represent commercial interests,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
Women In Development Europe+,2.0,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Polski Klub Ekologiczny w Krakowie Koło Miejskie w Gliwicach,1.5,0,Does not represent commercial interests,0.0,0.0,0.0,Poland,695607470875.276,36821749.0,14.4294507575758,18891.21211692785,0.0
Simon Wiesenthal Center,1.0,0,Does not represent commercial interests,0.0,0.0,0.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,0.0
"Valhalla Impact, LLC",0.25,0,Does not represent commercial interests,0.0,0.0,0.0,United States,25604848907611.0,334017321.0,8.00279982052121,76657.24888444034,0.0
Cluster SequoIA,0.3,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Asociación Navarra Nuevo Futuro,6.05,0,Does not represent commercial interests,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
"Paradigm Corporate Affairs, S.L.",2.0,0,Advances interests of their clients,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
Slachtofferhulp Nederland,0.4,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Team Congo,1.25,0,Does not represent commercial interests,2.0,2.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Advice4Europe,1.0,0,Advances interests of their clients,1.0,1.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Lifelong Learning Platform,6.0,0,Does not represent commercial interests,4.0,73.0,17.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Fondazione Marisa Bellisario,1.5,0,Does not represent commercial interests,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Diakonie Katastrophenhilfe,0.35,0,Does not represent commercial interests,0.0,0.0,2.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
TESS GEIE,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
SoAlive,2.0,0,Promotes their own interests or the collective interests of their members,0.0,0.0,1.0,Bulgaria,90506153293.6733,6465097.0,15.3252589264367,13999.194953095568,0.0
SOS Children's Villages,4.0,0,Does not represent commercial interests,3.0,24.0,24.0,Austria,473221298968.216,9041851.0,8.54686993188457,52336.77252237578,0.0
Ressources Humaines Sans Frontières,0.1,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
INTERCULTURAL DIALOGUE PLATFORM,1.5,0,Does not represent commercial interests,4.0,26.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Israel Defense and Security Forum,1.0,0,Does not represent commercial interests,0.0,1.0,1.0,Israel,525181008025.57,9557500.0,4.41162725488371,54949.62155642898,0.0
Norwegian Refugee Council Europe,1.75,0,Does not represent commercial interests,3.0,33.0,112.0,Norway,596297651035.798,5457127.0,5.76412317852272,109269.52058029766,0.0
Stockholm International Peace Research Institute,0.9,0,Does not represent commercial interests,0.0,0.0,0.0,Sweden,575071237640.921,10486941.0,8.36929098869189,54836.89072351232,0.0
European Centre for Public Affairs,0.5,0,Does not represent commercial interests,0.0,0.0,3.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
DNF-Demain sera Non-Fumeur,0.25,0,Does not represent commercial interests,1.0,1.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Union REMPART,0.75,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
Digital Democracy Foundation,1.7,0,Does not represent commercial interests,0.0,0.0,0.0,Greece,217990189600.69,10436882.0,9.64525981280642,20886.524308762906,0.0
Future Development Foundation,2.0,0,Does not represent commercial interests,0.0,0.0,0.0,United Kingdom,3181244350465.41,67604000.0,7.92204883147902,47057.0432291789,0.0
"Česká společnost AIDS pomoc, z.s.",0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Czechia,301831228325.556,10672118.0,15.100165146837,28282.223671585718,0.0
DONNE DEMOCRATICHE IRANIANE,5.0,0,Does not represent commercial interests,1.0,2.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
Fundación Entreculturas - Fe y Alegría,1.05,0,Does not represent commercial interests,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
StartupVillage - Territorio Emprendimiento,1.7,0,Does not represent commercial interests,0.0,0.0,0.0,Spain,1448850658406.62,47786102.0,8.39057634118626,30319.49871966163,0.0
Torino Social Impact,1.8,0,Does not represent commercial interests,0.0,0.0,1.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
CZECH CONSUMER ASSOCIATION - SDRUŽENÍ ČESKÝCH SPOTŘEBITELŮ,0.25,0,Does not represent commercial interests,0.0,0.0,0.0,Czechia,301831228325.556,10672118.0,15.100165146837,28282.223671585718,0.0
Economic Development Board Association EDBA,0.5,0,Does not represent commercial interests,0.0,0.0,0.0,Ireland,548341794599.09,5212836.0,7.82945736434105,105190.68595273091,0.0
Bulgarian Academy of Sciences,5.0,0,Does not represent commercial interests,0.0,0.0,2.0,Bulgaria,90506153293.6733,6465097.0,15.3252589264367,13999.194953095568,0.0
EuroMENA2050,1.55,0,Promotes their own interests or the collective interests of their members,0.0,0.0,0.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Stichting Luchtvaart in Transitie,0.45,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
International Drug Policy Consortium,6.25,0,Does not represent commercial interests,0.0,0.0,0.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Carbon Market Watch,22.5,0,Does not represent commercial interests,6.0,79.0,28.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Mediterranean Women's Fund - Fonds pour les Femmes en Méditerranée,0.75,0,Does not represent commercial interests,0.0,0.0,1.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
CONFEPI SERVIZI SRL,0.6,0,Advances interests of their clients,0.0,0.0,0.0,Italy,2104067630319.46,59013667.0,8.20128991161718,35653.90421034944,0.0
The International Council for Game and Wildlife Conservation,1.75,0,Does not represent commercial interests,2.0,4.0,0.0,Hungary,177002580544.155,9605074.0,14.6081439492433,18428.02882561394,0.0
Municipal Waste Europe,2.1,0,Does not represent commercial interests,3.0,41.0,17.0,Belgium,591085783326.267,11680210.0,9.597511728725,50605.749667708624,0.0
Stichting VU,0.5,0,Does not represent commercial interests,0.0,2.0,2.0,Netherlands,1046540797548.64,17700982.0,10.0012078753473,59123.31855648687,0.0
Welthaus Diözese Graz-Seckau,1.0,0,Does not represent commercial interests,0.0,4.0,0.0,Austria,473221298968.216,9041851.0,8.54686993188457,52336.77252237578,0.0
Reset Tech GmbH,0.7,0,Does not represent commercial interests,0.0,0.0,10.0,Germany,4201021706478.62,83177813.0,6.87257438551096,50506.51796385438,0.0
Alliance for Sustainable Regional Development,1.8,0,Does not represent commercial interests,0.0,0.0,0.0,Bulgaria,90506153293.6733,6465097.0,15.3252589264367,13999.194953095568,0.0
Union Française Contre les Nuisances des Aéronefs,6.25,0,Does not represent commercial interests,0.0,0.0,0.0,France,2794788137066.94,68184457.0,5.22236748369725,40988.63964065799,0.0
